卫	衛
为	為 爲
硙	磑
谓	謂
喂	餵
猬	蝟
鳚	䲁
温	溫
榅	榲
辒	輼 轀
蕰	薀
鳁	鰛 鰮
纹	紋
𫘜	馼
闻	聞
阌	閿
稳	穩
问	問
揾	搵
𬭩	鎓
鹟	鶲
瓮	甕
挝	撾
涡	渦
莴	萵
窝	窩
蜗	蝸
卧	臥
龌	齷
乌	烏
污	汙
邬	鄔
呜	嗚
诬	誣
钨	鎢
无	無
吴	吳
芜	蕪
铻	鋙
鹀	鵐
妩	嫵
庑	廡
怃	憮
𣲘	潕
鹉	鵡
务	務
坞	塢
误	誤
悮	悞
骛	騖
雾	霧
鹜	鶩
饻	餏
牺	犧
锡	錫
习	習
席	蓆
袭	襲
觋	覡
𫘬	騱
鳛	鰼
玺	璽
铣	銑
𬭳	𨭎
𬶮	鱚
戏	戲
屃	屓
系	係 繫
饩	餼
细	細
绤	綌
阋	鬩
虾	蝦
侠	俠
峡	峽
狭	狹
硖	硤
辖	轄
吓	嚇
纤	縴 纖
籼	秈
莶	薟
铦	銛
跹	躚
锨	鍁
鲜	鮮
𬸣	鶱
闲	閑 閒
弦	絃
贤	賢
咸	鹹
挦	撏
娴	嫺 嫻
衔	銜
𫍯	諴
痫	癇
鹇	鷳 鷴
狝	獮
显	顯
险	險
崄	嶮
猃	獫
蚬	蜆
藓	蘚
县	縣
岘	峴
苋	莧
𬀪	晛
现	現
线	綫 線
宪	憲
𪾢	睍
馅	餡
缐	線
羡	羨
献	獻
乡	鄉
芗	薌
厢	廂
缃	緗
𬙋	纕
骧	驤
镶	鑲
详	詳
响	響
蚃	蠁
饷	餉
飨	饗
鲞	鮝 鯗
向	嚮 曏
项	項
枭	梟
哓	嘵
骁	驍
绡	綃
鸮	鴞
萧	蕭
销	銷
潇	瀟
箫	簫
蟏	蠨
嚣	囂
晓	曉
𫍲	謏
筿	篠
啸	嘯
敩	斆
蝎	蠍
协	協
胁	脅
挟	挾
谐	諧
携	攜
撷	擷
缬	纈
写	寫
泄	洩
泻	瀉
绁	紲
亵	褻
谢	謝
𬹼	齘
䜣	訢
𫷷	廞
锌	鋅
衅	釁
骍	騂
饧	餳
陉	陘
𫰛	娙
荥	滎
钘	鈃
铏	鉶
兴	興
幸	倖
凶	兇
讻	訩
汹	洶
诇	詗
修	脩
鸺	鵂
馐	饈
绣	綉 繡
锈	銹 鏽
𬣙	訏
吁	籲
须	須 鬚
顼	頊
虚	虛
谞	諝
媭	嬃
嘘	噓
𦈡	繻
许	許
诩	詡
叙	敘
恤	卹
绪	緒
续	續
溆	漵
轩	軒
谖	諼
𫓶	鋗
𫍽	譞
𫠊	䮄
悬	懸
旋	鏇
璇	璿
选	選
癣	癬
绚	絢
铉	鉉
镟	鏇
学	學
峃	嶨
泶	澩
鸴	鷽
鳕	鱈
谑	謔
勋	勛 勳
埙	塤 壎
熏	燻
𫄸	纁
寻	尋
𬘓	紃
询	詢
浔	潯
荨	蕁
𬩽	鄩
桪	樳
𬊈	燖
𬍤	璕
鲟	鱘
训	訓
讯	訊
驯	馴
逊	遜
压	壓
垭	埡
鸦	鴉
桠	椏
鸭	鴨
铔	錏
哑	啞
痖	瘂
轧	軋
亚	亞
讶	訝
娅	婭
挜	掗
氩	氬
恹	懨
烟	煙 菸
阉	閹
阏	閼
腌	醃
讠	訁
闫	閆
严	嚴
岩	巖
盐	鹽
𫄧	綖
阎	閻
颜	顏 顔
兖	兗
俨	儼
䶮	龑
厣	厴
𬙂	縯
𬸘	鶠
魇	魘
𪩘	巘
黡	黶
鼹	鼴
厌	厭
觃	覎
咽	嚥
彦	彥
砚	硯
艳	艷 豔
验	驗
谚	諺
滟	灧 灩
酽	釅
谳	讞
餍	饜
赝	贋 贗
鸯	鴦
扬	揚
阳	陽
旸	暘
杨	楊
炀	煬
玚	瑒
飏	颺
疡	瘍
钖	鍚
养	養
痒	癢
样	樣
尧	堯
肴	餚
峣	嶢
轺	軺
窑	窯
谣	謠 謡
摇	搖
遥	遙
瑶	瑤
飖	颻
鳐	鰩
药	葯 藥
钥	鈅 鑰
鹞	鷂
爷	爺
铘	鋣
业	業
叶	葉
页	頁
邺	鄴
晔	曄
烨	燁
谒	謁
馌	饁
靥	靨
医	醫
祎	禕
铱	銥
鹥	鷖
仪	儀
诒	詒
饴	飴
贻	貽
遗	遺
颐	頤
钇	釔
舣	艤
蚁	蟻
𫖮	顗
𬺈	齮
义	義
亿	億
忆	憶
艺	藝
议	議
异	異
呓	囈
译	譯
峄	嶧
怿	懌
绎	繹
诣	詣
𬬩	釴
驿	驛
轶	軼
谊	誼
勚	勩
缢	縊
瘗	瘞
镒	鎰
鹝	鷊
鹢	鷁
𫄷	繶
𬟁	虉
镱	鐿
阴	陰
𬘡	絪
荫	廕 蔭
骃	駰
𬤇	諲
铟	銦
𬮱	闉
訚	誾
银	銀
龂	齗
龈	齦
饮	飲
隐	隱
瘾	癮
慭	憖
䲟	鮣
应	應
莺	鶯
婴	嬰
绬	緓
䓨	罃
锳	鍈
嘤	嚶
撄	攖
缨	纓
罂	罌
樱	櫻
璎	瓔
鹦	鸚
鹰	鷹
茔	塋
荧	熒
莹	瑩
萤	螢
营	營
萦	縈
溁	濚
滢	瀅
蓥	鎣
潆	瀠
蝇	蠅
赢	贏
颍	潁
颕	頴
颖	穎
瘿	癭
哟	喲
佣	傭
拥	擁
痈	癰
镛	鏞
鳙	鱅
颙	顒
咏	詠
涌	湧
踊	踴
鲬	鯒
优	優
忧	憂
犹	猶
邮	郵
莸	蕕
铀	鈾
游	遊
鱿	魷
𬨎	輶
鲉	鮋
铕	銪
诱	誘
蒏	醟
纡	紆
于	於
余	餘
欤	歟
玙	璵
於	於
鱼	魚
娱	娛
谀	諛
馀	餘
渔	漁
逾	踰
觎	覦
舆	輿
与	與
伛	傴
屿	嶼
俣	俁
语	語
龉	齬
驭	馭
妪	嫗
饫	飫
郁	鬱
狱	獄
钰	鈺
预	預
欲	慾
谕	諭
阈	閾
御	禦
鹆	鵒
愈	癒
滪	澦
蓣	蕷
誉	譽
鹬	鷸
鸢	鳶
鸳	鴛
渊	淵
鹓	鵷
贠	貟
员	員
园	園
圆	圓
缘	緣
鼋	黿
𫘪	騵
辕	轅
橼	櫞
远	遠
愿	願
约	約
彟	彠
𫐄	軏
岳	嶽
悦	悅
钺	鉞
阅	閱 閲
跃	躍
粤	粵
𬸚	鸑
晕	暈
蒀	蒕
氲	氳
煴	熅
𫖳	頵
赟	贇
云	雲
匀	勻
沄	澐
纭	紜
芸	蕓
郧	鄖
涢	溳
筼	篔
陨	隕
殒	殞
运	運
郓	鄆
恽	惲
酝	醖 醞
愠	慍
缊	緼 縕
韫	韞
韵	韻
蕴	藴 蘊
臜	臢
杂	雜
灾	災
载	載
傤	儎
攒	攢
趱	趲
暂	暫
赞	讚 贊
錾	鏨
酂	酇
瓒	瓚
赃	贓 贜
驵	駔
脏	臟 髒
凿	鑿
枣	棗
灶	竈
皂	皁
噪	譟
则	則
择	擇
泽	澤
责	責
啧	嘖
帻	幘
箦	簀
赜	賾
贼	賊
鲗	鰂
谮	譖
缯	繒
锃	鋥
赠	贈
扎	紮
闸	閘
铡	鍘
鲊	鮓
鲝	鮺
诈	詐
咤	吒
栅	柵
斋	齋
债	債
沾	霑
毡	氈
谵	譫
𫗴	饘
鹯	鸇
鳣	鱣
斩	斬
飐	颭
盏	盞
崭	嶄
辗	輾
占	佔
战	戰
栈	棧
绽	綻
张	張
长	長
涨	漲
帐	帳
胀	脹
账	賬
钊	釗
𬬿	鉊
诏	詔
赵	趙
𬶐	鮡
折	摺
辄	輒
蛰	蟄
詟	讋
谪	謫
辙	轍
锗	鍺
这	這
鹧	鷓
贞	貞
针	針 鍼
侦	偵
帧	幀
浈	湞
桢	楨
真	眞
祯	禎
诊	診
轸	軫
缜	縝
阵	陣
纼	紖
鸩	鴆
赈	賑
镇	鎭 鎮
争	爭
征	徵
峥	崢
挣	掙
狰	猙
钲	鉦
睁	睜
铮	錚
筝	箏
证	証 證
诤	諍
郑	鄭
症	癥
织	織
栀	梔
执	執
职	職
絷	縶
跖	蹠
踯	躑
只	祇 衹 隻
纸	紙
衹	衹
轵	軹
徵	徵
志	誌
制	製
帜	幟
质	質
栉	櫛
挚	摯
致	緻
贽	贄
轾	輊
掷	擲
铚	銍
鸷	鷙
𬃊	櫍
滞	滯
骘	騭
锧	鑕
觯	觶
踬	躓
终	終
钟	鈡 鍾 鐘
锺	鍾
肿	腫
种	種
冢	塚
众	眾 衆
诌	謅
周	週
诪	譸
辀	輈
鸼	鵃
赒	賙
轴	軸
纣	紂
㑇	㑳
㤘	㥮
绉	縐
昼	晝
胄	冑
荮	葤
皱	皺
骤	驟
朱	硃
诛	誅
诸	諸
猪	豬
铢	銖
槠	櫧
潴	瀦
橥	櫫
烛	燭
𬣞	詝
嘱	囑
瞩	矚
伫	佇
纻	紵
苎	苧
注	註
贮	貯
驻	駐
筑	築
铸	鑄
专	專
䏝	膞
砖	磚
颛	顓
转	轉
啭	囀
赚	賺
馔	饌
妆	妝
庄	莊
桩	樁
装	裝
壮	壯
状	狀
骓	騅
锥	錐
坠	墜
缀	綴
缒	縋
赘	贅
谆	諄
准	準
𬘯	綧
棁	梲
䦃	鐯
浊	濁
诼	諑
𬸦	鷟
镯	鐲
兹	茲
咨	諮
赀	貲
资	資
缁	緇
谘	諮
辎	輜
锱	錙
镃	鎡
龇	齜
鲻	鯔
渍	漬
眦	眥
综	綜
骔	騌
踪	蹤
总	總
偬	傯
纵	縱
疭	瘲
粽	糉
邹	鄒
驺	騶
诹	諏
鲰	鯫
镞	鏃
诅	詛
组	組
钻	鉆 鑽
躜	躦
缵	纘
𨱔	鐏
鳟	鱒
𠀾	𠁞
𪜎	𠿕
㐷	傌
㐹	㑶
㐽	偑
𠆿	𠌥
㑈	倲
𠇹	俓
㑔	㑯
𫝈	㑮
𠉂	㒓
𠉗	𠏢
㑩	儸
𠋆	儭
𫝋	𠐊
㓆	𠗣
𪞝	凙
𠚳	𠠎
𠛅	剾
𠛆	𠞆
㓥	劏
𠛾	𪟖
㓰	劃
𪟎	㔋
㔉	劚
𠡠	勑
𫧃	𣍐
𫧮	𪋿
𪠀	𧷎
𪠟	㓄
𪠡	𠬙
𠮶	嗰
𠯟	哯
𠯠	噅
𪠳	唓
𪠵	㖮
𠰱	㘉
𠰷	嚧
𪠸	嚛
㖊	噚
𠱞	囃
𠲥	𡅏
𪠺	𠽃
𪠽	噹
𪡀	嘺
𪡃	嘪
㖞	喎
𠴛	𡃕
𠴢	𡄔
𪡋	噞
𠵸	𡄣
𠵾	㗲
𪡏	嗹
𪡛	㗿
𪡞	嘳
𪡺	𡃄
𪢌	㘓
𪢐	𡃤
𪢒	𡂡
𪢕	嚽
𪢖	𡅯
𫬐	㘔
𪢠	囒
𪢮	圞
𪢸	墲
𪣆	埬
𡋀	𡓾
𡋗	𡑭
𡋤	壗
𪣒	堚
𡍣	𡔖
𪤄	𡓁
𪤚	壣
𡒄	壈
𪥠	𧹈
㚯	㜄
㛠	𡢃
𪥫	孇
𫝦	㛝
㛀	媰
𪥰	嬣
𫝧	㜐
𫝨	媈
㛟	𡞵
㛣	㜏
㛤	孋
𫝩	嬦
𫝪	𡟫
𫝫	婡
𡝠	㜷
𡞋	㜗
𪥿	嬻
㛿	𡠹
𡞱	㜢
𫝬	嬇
𡠟	孎
𫝭	孆
𫝮	孄
𡥧	孻
𪧀	孾
𪧘	寠
𡭜	𡮉
𡭬	𡮣
𪨊	㞞
𪨗	屩
𡳃	𡳳
𡳒	𦘧
𪨧	崙
𪨩	𡸗
㟆	㠏
𡶴	嵼
𡸃	𡽗
𪨷	巗
𪨹	𡹬
𫝵	嶹
㟜	𡾱
㟥	嵾
𡺃	嶈
𡺄	嶘
𪩇	㟺
𪩎	巊
𪩛	𡿖
㡎	幓
𪩷	幝
𪩸	幩
𠆲	儣
𪪏	廬
𪪑	㢗
𪪞	廧
𢋈	㢝
𪪴	𢍰
𪪼	彃
𪫌	徿
𢗓	㦛
𪫡	𢤩
𢘙	𢤱
𢘝	𢣚
𢘞	𢣭
𢙏	愻
𢙐	憹
𢙑	𢠼
𢙒	憢
𢙓	懀
㤽	懤
𪫷	㦞
𪫺	憸
𢛯	㦎
㥪	慺
𪬚	𢣐
𢠁	懎
𢢐	𤢻
𪬯	𢤿
𢧐	戰
㧏	掆
𪭝	𢯷
𪭢	摐
𢫊	𢷮
𢫞	𢶫
𪭧	擟
㧰	擽
𢫬	摋
𢬍	擫
𢬦	𢹿
𪭯	𢶒
𢭏	擣
𪭵	掚
𪭾	撊
𪮃	㨻
𪮋	㩋
𪮖	撧
㨫	㩜
𪮳	𢺳
𪮶	攋
𪯋	㪎
𢽾	斅
𣃁	斸
𣆐	曥
𣈣	𣋋
𪰶	曊
𫞅	𦠅
𪱥	膹
𣎑	臗
㭏	椲
𣏢	槫
𪱷	梖
𣐕	桱
𣐤	欍
㭣	𣙎
㭤	樢
𣑶	𣠲
𪲎	櫅
㭴	樫
𣒌	楇
𪲔	欐
𪲛	檵
𣓿	橯
𣔌	樤
𪲮	櫠
𣗊	樠
𣗙	㰙
𣘐	㯤
𣘓	𣞻
𪳍	欇
𪳗	𣜬
𣘴	檭
𣘷	𣝕
𣚚	欘
𣞎	𣠩
𪴙	欑
㱩	殰
㱮	殨
𣨼	殢
𪵑	毊
𣭤	𣯴
𣯣	𣯩
𪵣	霼
𣱝	氭
㲿	瀇
㳔	濧
㳕	灡
𣳆	㵗
𪵱	濿
㳠	澾
㳡	濄
㳢	𣾷
𪶄	溡
𫞗	潣
㳽	瀰
㴋	潚
𣶩	澅
𣶫	𣿉
𣶭	𪷓
𣷷	𤅶
𪶒	𤄷
𣺼	灙
𣺽	𤁣
𪶮	𣽏
𫞚	澬
𫞛	㶆
𣽷	瀃
𪷍	㵾
𫞝	灍
㶉	鸂
𪷽	灒
𤆡	熓
𤆢	㷍
𪸕	熂
𤇃	爄
𤇄	熌
𤇭	爖
㶶	燶
𤇹	熚
𪸩	煇
㶽	煱
𤈶	熉
𤈷	㷿
𫞠	爧
𤊀	𤒎
𤊰	𤓩
𪹀	𤑹
𤋏	熡
𪹠	𤓌
𫞡	爃
𤎺	㸇 𤓎
𤎻	𤑳
𪹳	爥
𪹹	𤒻
𪺣	𤘀
𪺪	𤜆
𫞢	𤛱
𪺭	犞
𤙯	𤛮
𪺷	獊
𤝢	𤢟
𪺸	𤠮
𫞣	㹽
𤞃	獩
𪺻	㺜
𤞤	玁
𪺽	猌
𤠋	㺏
㺍	獱
𪻐	瑽
𫞥	珼
㻅	璯
𫞦	璾
㻏	𤫩
㻘	𤪺
𤦀	瓕
𪻨	瓄
𪻲	瑻
𫞧	𤩂
𪻺	璝
𪼋	㻶
𫞨	璼
𪼴	𤬅
𪽈	畼
𤳄	𤳸
𪽝	𤳷
𪽪	痮
𪽭	𤷃
𪽮	㿖
𤶊	癐
𤶧	𤸫
𪽴	𤺔
𪽷	瘱
𤻊	㿗
𤽯	㿧
𤾀	皟
𤿲	麬
𥁢	䀉
𪾔	盨
𪾣	眝
䀥	䁻
𥅘	𥌃
𪾦	矑
𥅴	䀹
𥅿	𥊝
𥆧	瞤
𥇢	䁪
𪾸	矉
𥎝	䂎
𪿊	𥏝
𥐟	礒
𥐯	𥖅
𥐰	𥕥
𥐻	碙
䂵	碽
𪿞	𥖲
𪿫	礮
𪿵	𥗇
𫀌	𥜰
𫀓	𥜐
𫀨	䅐
𫀬	䅳
䅉	稏
𥞦	𥞵
𫀮	𥢷
𫞷	𥢶
䅪	𥢢
𫁂	䆉
𥧂	𥨐
𥩟	竚
𫁟	竱
𫁡	鴗
𥩺	𥪂
𥫣	籅
𫁱	𥶽
𥬀	䉙
𫁲	䉑
𫁳	𥯤
𫁷	䉶
𥬞	籋
𥬠	篘
𫁺	𥴼
䇲	筴
𥭉	𥵊
𥮋	𥸠
𫂃	簢
𥮜	䉲
𥮾	篸
𫂆	簂
𫂈	䉬
𥱔	𥵃
𫂖	𥴨
䉤	籔
𥹥	𥼽
𫂿	𥻦
𥺅	䊭
𥺇	𥽖
𫃗	𩏷
𫄙	糺
䌶	䊷
䌸	縳
𫄚	䊺
𫄛	紟
𫄜	䋃
𫄝	𥾯
䌷	紬
𦈈	𥿊
𫄞	䋔
𫄟	絁
䌺	䋙
䌻	䋚
𦈉	緷
𫄠	絙
𫄡	絧
𫄢	絥
𫄣	繷
𫟃	絍
䌼	綐
𦈋	綇
𦈌	綀
𫄤	繨
𫄥	纚
𫄦	𦀖
𫄩	䋦
𫟄	綋
䌽	綵
𦈎	繟
𦈏	緍
𦈐	縺
𫄪	𦅇
𫄫	綟
䌾	䋻
䌿	䋹
𦈑	緸
𦈒	𦂅
𦈓	䋿
𦈔	縎
𦈕	緰
𫄬	緤
𫄭	緮
𫄮	䋼
𫟆	緟
䍀	繿
𦈖	䌈
𦈗	𦃄
𦈘	䌋
𦈙	䌰
𫄯	𦃩
𫄰	縍
𦈚	縬
𫄱	繬
𫄲	縸
𫄳	縰
𫄴	繂
𦈛	繓
𦈜	䌖
𦈝	繏
𫄵	𦅈
𫄶	繈
𰬸	繐
䍁	繸
𦈞	䌟
𦈟	䌝
𦈠	䌥
𫟇	𦆲
𫄹	纗
𫅅	䍤
䍠	䍦
𦍠	䍽
𫅗	羵
𫅥	𦒀
𫅭	䎙
𫅼	𦔖
䎬	䎱
𫆏	聻
𣍨	𦢈
𣍯	腪
𣍰	脥
𫆝	𦟼
𦛨	朥
𦟗	𦣎
𫆫	𦡝
𫇘	𦧺
𦨩	𦪽
𫇛	艣
䑽	𦪙
𫇪	𦱌
𰰨	菕
𫇴	蒭
鿒	鿓
𫇽	蕽
䓓	薵
𦰏	蓧
𫈉	蕳
𫈎	葝
𫟑	䖅
䓕	薳
𦰴	䕳
𫈟	蔯
𫈵	蕝
𦶟	爇
𦶻	𦾟
𫉁	薆
𫉄	藷
𫟕	䕤
𦻕	蘟
𧉐	𧕟
𫊪	䗅
𧉞	䗿
𫊮	蠦
𫊸	蟜
𫊹	𧒯
𫊻	蟳
𧌥	𧎈
𫋇	蟂
𫋌	蟘
𧏖	蠙
𧏗	蠀
𧑏	蠾
𧒭	𧔥
䘛	𧝞
䘞	𧜗
𫋲	䙔
𫋷	襗
𫋹	襓
𫋻	襘
䙊	𧜵
䙌	䙡
䙓	襬
𫌇	襵
𫌋	𧞫
𧜭	䙱
𧝝	襰
𧝧	𧟀
𫌨	覼
𫌪	覛
𫌫	𧡴
𫌬	𧢄
𫌭	覹
𫌯	䚩
𫍙	訑
𫍚	訞
𫍛	訜
𫟞	訨
𧮪	詀
𫍜	詓
𫍝	諫
𫍞	𧦝
𫍟	𧦧
𫍠	䛄
𫍡	詑
𫟟	詊
䜤	鿁
𫍢	譊
𫍤	譑
𫍥	誂
𫍦	譨
𫍧	誺
𫍨	誫
𫍩	諣
𫍪	誋
䜥	𧩙
𫍫	䛳
𫍬	誷
𫍭	𧩕
𫍮	誳
𫟠	譂
𫟡	誴
𫍰	諰
𫍱	諯
𫍳	諥
𫍴	謱
䜧	䜀
𫍵	謸
𫍶	𧩼
𫍷	謉
𫍸	謆
𫟢	䜖
𫍹	謯
𫍺	𧫝
𫍻	譆
𫍼	𧬤
𫍐	𧭹
𫍾	𧭈
𰶎	譅
𫍿	譾
䜩	讌
𫎆	豵
𧳕	𧳟
𫎌	貗
𧹑	䞈
𧹒	買
𫎦	贚
𫎧	䝭
䞌	𧵳
𧹓	𧶔
𫎨	𧸘
䞍	䝼
䞎	𧶧
𧹕	䝻
𧹖	賟
𫎩	賝
䞐	賰
𫎪	䞋
𧹗	贃
𫎫	贉
𫎬	贑
𫎭	䞓
𫎱	䟐
𫎳	䟆
𫎸	𧽯
𫎺	䟃
𧿈	𨇁
𫏃	䠆
䟢	躎
𨀁	躘
𫏆	蹳
𨀱	𨄣
𫏋	蹻
𨁴	𨅍
𫏌	𨂐
𫏐	蹔
𫏑	𨇽
𨂺	𨈊
𫏕	𨆪
𨄄	𨈌
𫏞	𨇰
𨅛	䠱
𨅫	𨇞
𨅬	躝
𫏨	𨇤
𨉗	軉
䢀	𨊰
𫐅	軕
䢁	𨊸
𨐅	軗
𨐆	𨊻
𫐆	轣
𫐇	軜
䢂	𨋢
𨐇	𨏠
𫐈	軷
𫐉	軨
𫐊	軬
𫟤	䡐
𫐋	𨎌
𫐌	軿
𫐍	𨌈
𫐎	輢
𫐏	輖
𫐑	輨
𫐒	輷
𫐔	𨍰
𫟥	䡩
𫐕	轊
𫐖	轇
𨐉	𨎮
𫐗	轐
𫐘	轗
𫐙	轠
𨐊	𨏥
𨑹	䢨
𫐷	遱
𫑘	鄟
𫟫	𨞺
𫟬	𨟊
𨟳	𨣞
𨠨	𨣧
𫑷	醶
𨡙	𨢿
𨡺	𨣈
𨤰	𨤻
𫓥	釟
𫟲	釚
𨰾	鎷
𨰿	釳
𫓦	釨
𫟳	釲
䥺	釾
𨱀	𨥛
𨱁	鈠
𨱂	鈋
𫓨	鈛
𫓩	鏦
𫓪	鈆
𫓫	𨥟
𫟴	鈖
𫟵	鈗
䥾	䥱
䥿	𨯅
𨱃	鈲
𨱄	鈯
𨱅	鉁
𨱆	龯
𫓬	鉔
𫓭	鉠
𫓮	𨪕
𫟶	銏
𫟷	鉝
䦀	𨦫
𫓰	銊
𫓱	鐈
𫓲	銁
𫓳	𨰋
𫓴	鉾
𫟸	鉽
𫟺	䤤
𫟻	銂
䦁	𨧜
𨱈	鋉
𫓵	鋠
𫓷	𫒡
𰾄	鋂
𨱉	鍄
𨱊	𨧱
𨱋	錂
𨱌	鏆
𫓸	錽
𫓺	鐪
𫓻	錜
𫓼	𨨛
𫓽	錝
𫓾	錥
𫓿	𨨢
𫟽	𨧰
𨱎	鍮
𫔀	鍊
𫔁	鐼
𫔂	鍉
𫔃	𨰲
𫔄	鍒
𫟾	𨩰
𫟿	鎈
鿔	鎶
䦂	䥇
𨱍	鎯
𫔅	鎍
𫔆	䥯
𫔇	鎞
𫔈	鎙
𫠀	䥄
𰾭	鑀
𨱐	𨫒
𨱒	鏉
𫔉	𨰃
𫔊	鏥
𬭭	鏚
䦅	鐥
𨱓	鐎
𫔋	䥗
𫔌	鏾
𫔏	𨬖
𨱕	𨮂
𨱖	䥩
𫔐	𨭸
𫔑	𨭖
𫔒	𨮳
𫠁	鑉
𫔓	𨯟
𫔔	鑴
𫔕	𨰥
䦆	钁
𫔖	𨲳
𨷿	䦳
𨸀	𨳕
𨸁	𨳑
𨸂	閍
𨸃	閐
𫔭	開
𫔮	閒
𫔯	閗
𫔰	閞
𫠂	閝
䦶	䦛
𨸄	䦘
𨸅	𨴗
䦷	䦟
𫔲	𨴹
𫔴	閵
𨸆	𨵩
𨸇	𨵸
𨸉	𨶀
𨸊	𨶏
𫔵	䦯
𨸋	𨶲
𨸌	𨶮
𨸎	𨷲
𨸘	𨽏
𨸟	䧢
𫔽	𨼳
𫕚	𩀨
𫕥	霣
𫕨	𩅙
䩄	靦
𫖃	靧
𫖅	䪊
𫖇	鞾
𩏼	䪏
𫖑	𩎖
𩏽	𩏪
𩏾	𩎢
𫖒	韠
𫖓	𩏂
𩏿	䪘
𩐀	䪗
𫠅	韚
𫖔	韛
𫖕	韝
𫖖	𩏠
𫖪	𩑔
𫖫	䪴
𫖬	䪾
𫖭	𩒎
𫖰	䫂
𫖱	䫀
𩓋	顂
𫖲	䫟
𩖕	𩓣
𩖖	顃
𫖴	𩔳
𫖵	𩓥
𫖶	顅
𫖷	𩔑
𫖸	願
𫖹	顣
𩖗	䫴
𫖺	䫶
𫗇	䫻
𫠇	𩖰
𩙥	颰
𩙦	𩗀
𫠈	䫾
𩙧	䬞
𫗈	𩗓
𩙨	𩘹
𩙩	𩘀
𩙪	颷
𫗉	𩗴
𩙫	颾
𩙬	𩘺
𫗊	䬓
𩙭	𩘝
𩙮	䬘
𩙯	䬝
𩙰	𩙈
𫗋	飋
𫗞	飦
𩟿	𩚛
𩠀	𩚥
𫗟	䬧
𫗠	餦
𩠁	𩚵
𩠂	𩛆
𫗡	𩚩
𫗢	飵
𫗣	飶
𩠃	𩛩
𫗤	𩛌
𫗥	餫
𩠅	𩟐
𩠇	䭀
𫗦	餔
𫗨	𩛡
𩠆	𩜦
𩠈	䭃
𩠉	𩜇
𫗩	饠
𫗪	餧
𩠊	𩜵
𩠋	𩝔
𫗫	餬
𫗬	餪
𫗭	餵
𫗮	餭
𫗯	餱
𩠌	餸
𫗰	䭔
𫗱	䭑
𫗚	𩟗
𩠎	𩞄
䭪	𩞯
𩠏	𩞦
𫗳	𩝽
𫗵	饟
𩠠	𩠴
𩡖	𩡣
𫘛	馯
𩧦	𩡺
𩧨	駎
𩧩	𩤊
𩧪	䮾
𩧫	駚
𩧬	𩢡
𩧭	䭿
𩧯	驋
𫘞	駞
𫘟	駊
䯃	𩣑
𩧮	𩢾
𩧰	䮝
𩧱	𩥉
𩧲	駧
𩧳	𩢸
𩧴	駩
𩧵	𩢴
𩧶	𩣏
𫘠	駤
𫘡	駫
䯄	騧
𩧸	𩣫
𩧺	駶
𫘣	駻
𫘤	騃
𩧻	𩣵
𩧼	𩣺
𫘥	騉
𩧿	䮠
𩨀	騔
𩨁	䮞
𩨂	驄
𩨃	騝
𩨅	𩤸
𩨆	𩤙
𩨇	䮫
𩨈	騟
𩨉	𩤲
𩨊	騚
𫘩	騜
䯅	䯀
𩨄	騪
𩨋	𩥄
𩨌	𩥑
𩨍	𩥇
𫘫	騴
𫘭	騻
𫘮	䮰
𫠋	騼
𩨎	龭
𩨏	䮳
𫘯	驓
𫘰	驙
𫠌	𩦠
𩨐	𩧆
𫘱	驨
𩩈	䯤
𩬣	𩭙
𩬤	𩰀
𫘽	鬠
𩭹	鬖
𫙂	𩯁
𩯒	𩯳
𩰰	𩰹
𩲒	𩳤
𩴌	𩴵
𫚈	鱮
𫚉	魟
𫚊	鰑
䲝	䱽
𩽹	魥
𩽺	𩵩
𩽻	𩵹
𫚋	鱄
𫚌	魦
𫚍	魵
𫠏	𩵦
䲞	𩶘
𫚎	𩶁
𫚏	䱁
𫚐	䱀
𫚑	鮅
𫚒	鮄
𫠐	魽
𩽼	鯶
𩽽	𩶱
𩽿	𩶰
𫚓	鮤
𫚔	鮰
𫚗	鮯
𫚘	𩻮
𩾁	鯄
𩾂	䲖
𩾄	𩷰
𫚙	鯆
𫚚	鮿
𫚛	鮵
𩾅	𩸃
𩾆	𩸦
𩾇	鯱
𩾈	䱙
𫚜	䲅
𫚝	𩸄
𫚞	鯬
𫚟	𩸡
𫚠	䱧
𫚡	鯞
䲡	鰌
𩾊	䱬
𩾋	䱰
𫚢	鰋
𫚣	鯾
𫚤	鰦
𫚥	鰕
𫠑	䱸
䲣	䱷
𫚦	鰫
𫚧	鰽
𫚨	𩻗
𫠒	鱆
𫚩	𩻬
𫚪	鱊
𫚫	鱢
𫚬	𩼶
𩾎	𩽇
𪉂	䲰
𪉃	鳼
𫛚	鳽
𫛛	鳷
𫛜	鴀
𫛝	鴅
𫛞	鴃
𫠖	𩿅
𪉄	𩿪
𫛟	鸗
𫛠	𩿤
𫛡	鴔
𫛢	鸋
𫛣	鴥
𫛤	鴐
𪉅	𪀦
𪉆	鴲
𪉈	鴜
𪉉	𪁈
𪉊	鷨
𪉋	𪀾
𫛥	鵊
𫛦	鴮
𫛧	𪀖
𫛨	鵧
𫛩	鴳
𫛪	鴽
𪉌	𪁖
𪉍	鵚
𫛫	鶰
𫛬	䳜
𫛮	䳤
𫛯	鶭
𪉎	𪂆
𫛰	䳢
𫛱	鵫
𫛲	鵰
𫛳	鵩
𫛴	鷤
𫛵	鶌
𪉏	𪃏
